,Unnamed: 0,2016,2017,2018,2019,Info_Label,Yahoo_Ticker,SGX_TradingCode,SGX_RIC,SGX_CoyName,Statement_Type,Sector
925,1,,69463000.0,373726000.0,399095000.0,totalLiab,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
926,2,,85188000.0,178573000.0,214163000.0,totalStockholderEquity,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
927,3,,11325000.0,29891000.0,52466000.0,minorityInterest,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
928,4,,35977000.0,235962000.0,53476000.0,otherCurrentLiab,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
929,5,,165976000.0,582190000.0,665724000.0,totalAssets,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
930,6,,88212000.0,152870000.0,152870000.0,commonStock,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
931,7,,5079000.0,14115000.0,66156000.0,otherCurrentAssets,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
932,8,,34215000.0,56610000.0,75748000.0,retainedEarnings,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
933,9,,1866000.0,21750000.0,17365000.0,otherLiab,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
934,10,,39177000.0,260756000.0,259915000.0,goodWill,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
935,11,,-37239000.0,-30907000.0,-14455000.0,treasuryStock,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
936,12,,675000.0,1297000.0,5403000.0,otherAssets,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
937,13,,25755000.0,93180000.0,18566000.0,cash,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
938,14,,62133000.0,291006000.0,195558000.0,totalCurrentLiabilities,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
939,15,,675000.0,1297000.0,1377000.0,deferredLongTermAssetCharges,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
940,16,,6139000.0,4924000.0,36713000.0,shortLongTermDebt,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
941,17,,-37239000.0,-30907000.0,-14455000.0,otherStockholderEquity,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
942,18,,11184000.0,42095000.0,36437000.0,propertyPlantEquipment,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
943,19,,96078000.0,236288000.0,287623000.0,totalCurrentAssets,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
944,20,,1493000.0,3337000.0,3467000.0,longTermInvestments,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
945,21,,28642000.0,-120600000.0,-118631000.0,netTangibleAssets,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
946,22,,39262000.0,100738000.0,146914000.0,netReceivables,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
947,23,,5442000.0,60863000.0,186018000.0,longTermDebt,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
948,24,,24047000.0,21103000.0,22245000.0,inventory,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
949,25,,16397000.0,40331000.0,73799000.0,accountsPayable,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
950,26,,,,526000.0,deferredLongTermLiab,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
951,27,,1444000.0,5832000.0,31181000.0,shortTermInvestments,1B0.SI,1B0,MM2A.SI,MM2_Asia,Balance_Sheet,Cyclical Consumer Services
952,0,7489000.0,6095000.0,11619000.0,20012000.0,intangibleAssets,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
953,1,3119347000.0,3125446000.0,3128832000.0,3128832000.0,capitalSurplus,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
954,2,6581350000.0,6633177000.0,6493760000.0,7218040000.0,totalLiab,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
955,3,5990828000.0,6602556000.0,6288951000.0,6189579000.0,totalStockholderEquity,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
956,4,421606000.0,439440000.0,387937000.0,314454000.0,minorityInterest,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
957,5,802240000.0,998773000.0,916072000.0,816876000.0,otherCurrentLiab,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
958,6,12993784000.0,13675173000.0,13170648000.0,13722073000.0,totalAssets,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
959,7,462195000.0,462715000.0,462904000.0,462904000.0,commonStock,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
960,8,35293000.0,46208000.0,153097000.0,92726000.0,otherCurrentAssets,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
961,9,2194075000.0,2287741000.0,2399952000.0,2341253000.0,retainedEarnings,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
962,10,310144000.0,329257000.0,331683000.0,359628000.0,otherLiab,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
963,11,82878000.0,83852000.0,88439000.0,88351000.0,goodWill,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
964,12,215211000.0,726654000.0,297263000.0,256590000.0,treasuryStock,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
965,13,519483000.0,520809000.0,506668000.0,51636000.0,otherAssets,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
966,14,944218000.0,797278000.0,970410000.0,909496000.0,cash,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
967,15,1753871000.0,1354076000.0,1452804000.0,1344086000.0,totalCurrentLiabilities,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
968,16,6213000.0,8138000.0,7507000.0,27694000.0,deferredLongTermAssetCharges,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
969,17,832890000.0,235319000.0,432695000.0,381175000.0,shortLongTermDebt,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
970,18,215211000.0,726654000.0,297263000.0,256590000.0,otherStockholderEquity,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
971,19,7331042000.0,7730445000.0,7016512000.0,8069033000.0,propertyPlantEquipment,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
972,20,1408142000.0,1445505000.0,1612952000.0,1565991000.0,totalCurrentAssets,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
973,21,3644750000.0,3888467000.0,3934458000.0,3927050000.0,longTermInvestments,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
974,22,5900461000.0,6512609000.0,6188893000.0,6081216000.0,netTangibleAssets,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
975,23,,124584000.0,88979000.0,107181000.0,shortTermInvestments,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
976,24,259870000.0,320776000.0,258948000.0,316805000.0,netReceivables,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
977,25,4517335000.0,4949844000.0,4709273000.0,4925796000.0,longTermDebt,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
978,26,41790000.0,38028000.0,36528000.0,33951000.0,inventory,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
979,27,118741000.0,119984000.0,104037000.0,94432000.0,accountsPayable,0069.HK,S07,0069.HK,Shangri-La_HKD,Balance_Sheet,Cyclical Consumer Services
980,0,,620000.0,299275.0,633451.0,intangibleAssets,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
981,1,4019242.0,8715295.0,7533259.0,5732730.0,totalLiab,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
982,2,9133335.0,16855742.0,21787265.0,16920206.0,totalStockholderEquity,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
983,3,1533186.0,1922069.0,2061762.0,1953244.0,otherCurrentLiab,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
984,4,13152577.0,25392800.0,29320524.0,22652936.0,totalAssets,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
985,5,2.0,2.0,25181005.0,25181005.0,commonStock,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
986,6,63159.0,1476088.0,1327598.0,923770.0,otherCurrentAssets,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
987,7,9133333.0,16855532.0,-2697926.0,-7549435.0,retainedEarnings,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
988,8,164848.0,308459.0,161327.0,271403.0,otherLiab,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
989,9,,208.0,-695814.0,-711364.0,treasuryStock,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
990,10,694532.0,1755513.0,1104920.0,1109334.0,otherAssets,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
991,11,670580.0,293434.0,23659698.0,15792071.0,cash,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
992,12,3854394.0,8316916.0,7371932.0,5461327.0,totalCurrentLiabilities,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
993,13,,208.0,-695814.0,-711364.0,otherStockholderEquity,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
994,14,159224.0,823474.0,1008233.0,2535334.0,propertyPlantEquipment,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
995,15,12298821.0,18750730.0,26908096.0,18374817.0,totalCurrentAssets,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
996,16,9133335.0,12792659.0,21487990.0,16286755.0,netTangibleAssets,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
997,17,11391713.0,16730480.0,1070753.0,715232.0,netReceivables,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
998,18,123864.0,188431.0,503968.0,516640.0,inventory,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
999,19,1578934.0,1436151.0,1232091.0,1189844.0,accountsPayable,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
1000,20,,-178237.0,,,minorityInterest,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
1001,21,,3443083.0,,,goodWill,1G6.SI,1G6,NOSI.SI,No_Signboard,Balance_Sheet,Cyclical Consumer Services
1002,0,,162005000.0,158400000.0,165803000.0,intangibleAssets,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1003,1,,1794688000.0,885684000.0,1665588000.0,totalLiab,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1004,2,,14723784000.0,13976697000.0,14856443000.0,totalStockholderEquity,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1005,3,,135149000.0,120202000.0,95752000.0,minorityInterest,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1006,4,,494656000.0,530772000.0,511316000.0,otherCurrentLiab,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1007,5,,16653621000.0,14982583000.0,16617783000.0,totalAssets,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1008,6,,5131405000.0,5131405000.0,5377988000.0,commonStock,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1009,7,,1851957000.0,1258106000.0,1611508000.0,otherCurrentAssets,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1010,8,,38394000.0,37426000.0,48994000.0,otherLiab,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1011,9,,3596058000.0,3546504000.0,3586047000.0,goodWill,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1012,10,,-1018821000.0,-1057520000.0,-1117846000.0,treasuryStock,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1013,11,,111927000.0,111669000.0,721711000.0,otherAssets,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1014,12,,2548745000.0,1685719000.0,3341470000.0,cash,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1015,13,,1735313000.0,812961000.0,900420000.0,totalCurrentLiabilities,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1016,14,,525000.0,419000.0,419000.0,deferredLongTermAssetCharges,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1017,15,,3000000.0,3000000.0,5000000.0,shortLongTermDebt,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1018,16,,-1018821000.0,-1057520000.0,-1117846000.0,otherStockholderEquity,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1019,17,,208831000.0,232378000.0,200956000.0,propertyPlantEquipment,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1020,18,,9077517000.0,7371303000.0,7536735000.0,totalCurrentAssets,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1021,19,,3497283000.0,3562329000.0,4406531000.0,longTermInvestments,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1022,20,,10965721000.0,10271793000.0,11104593000.0,netTangibleAssets,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1023,21,,3562948000.0,3407699000.0,828872000.0,shortTermInvestments,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1024,22,,1112708000.0,1002093000.0,1545480000.0,netReceivables,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1025,23,,14753000.0,23311000.0,712310000.0,longTermDebt,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1026,24,,78185000.0,115589000.0,157331000.0,accountsPayable,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1027,25,,12277493000.0,12277493000.0,13223637000.0,capitalSurplus,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1028,26,,-1666293000.0,-2374681000.0,-2627336000.0,retainedEarnings,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1029,27,,1159000.0,756000.0,660000.0,inventory,S91.SI,S91,ALIB.SI,AliPictures_HKD,Balance_Sheet,Cyclical Consumer Services
1030,0,110288000.0,64387000.0,66523000.0,143490000.0,totalLiab,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1031,1,94567000.0,95739000.0,100476000.0,129872000.0,totalStockholderEquity,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1032,2,-1420000.0,-494000.0,-543000.0,4558000.0,minorityInterest,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1033,3,56705000.0,16193000.0,8517000.0,7782000.0,otherCurrentLiab,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1034,4,203435000.0,159632000.0,166456000.0,277920000.0,totalAssets,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1035,5,67861000.0,67861000.0,78940000.0,78940000.0,commonStock,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1036,6,25012000.0,25944000.0,18161000.0,12372000.0,retainedEarnings,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1037,7,6415000.0,2626000.0,2716000.0,2338000.0,otherLiab,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1038,8,1694000.0,1934000.0,3375000.0,38560000.0,treasuryStock,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1039,9,47201000.0,28442000.0,1888000.0,40000.0,otherAssets,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1040,10,3244000.0,815000.0,9613000.0,2864000.0,cash,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1041,11,84470000.0,41902000.0,53505000.0,15847000.0,totalCurrentLiabilities,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1042,12,568000.0,242000.0,99000.0,40000.0,deferredLongTermAssetCharges,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1043,13,7546000.0,2747000.0,1131000.0,1749000.0,shortLongTermDebt,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1044,14,1694000.0,1934000.0,3375000.0,38560000.0,otherStockholderEquity,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1045,15,60286000.0,59427000.0,41671000.0,43574000.0,propertyPlantEquipment,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1046,16,88983000.0,63021000.0,54836000.0,133297000.0,totalCurrentAssets,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1047,17,6839000.0,8735000.0,68061000.0,101009000.0,longTermInvestments,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1048,18,94441000.0,95732000.0,100476000.0,129872000.0,netTangibleAssets,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1049,19,240000.0,163000.0,532000.0,192000.0,shortTermInvestments,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1050,20,34957000.0,36485000.0,19458000.0,5146000.0,netReceivables,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1051,21,19230000.0,19822000.0,10125000.0,125159000.0,longTermDebt,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1052,22,25060000.0,24966000.0,24833000.0,124551000.0,inventory,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1053,23,7558000.0,7789000.0,3850000.0,3890000.0,accountsPayable,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1054,24,126000.0,7000.0,,,intangibleAssets,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1055,25,25018000.0,,,,otherCurrentAssets,5I1.SI,5I1,KOPL.SI,KOP,Balance_Sheet,Cyclical Consumer Services
1056,0,74130000.0,622000.0,778000.0,8514000.0,totalLiab,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1057,1,34601000.0,91826000.0,92896000.0,91948000.0,totalStockholderEquity,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1058,2,,,,5000.0,minorityInterest,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1059,3,74130000.0,296000.0,486000.0,511000.0,otherCurrentLiab,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1060,4,108731000.0,92448000.0,93674000.0,100467000.0,totalAssets,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1061,5,101127000.0,149845000.0,149845000.0,149845000.0,commonStock,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1062,6,62684000.0,,,31100000.0,otherCurrentAssets,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1063,7,-43734000.0,-57540000.0,-55624000.0,-55544000.0,retainedEarnings,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1064,8,-22792000.0,-479000.0,-1325000.0,-2353000.0,treasuryStock,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1065,9,46047000.0,88484000.0,89883000.0,63102000.0,cash,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1066,10,74130000.0,622000.0,778000.0,7624000.0,totalCurrentLiabilities,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1067,11,-22792000.0,-479000.0,-1325000.0,-2353000.0,otherStockholderEquity,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1068,12,,12000.0,51000.0,2093000.0,propertyPlantEquipment,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1069,13,108731000.0,92436000.0,93623000.0,98374000.0,totalCurrentAssets,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1070,14,34601000.0,91826000.0,92896000.0,91948000.0,netTangibleAssets,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1071,15,,3952000.0,3667000.0,4172000.0,netReceivables,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1072,16,,35000.0,,6443000.0,accountsPayable,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1073,17,,,73000.0,,shortTermInvestments,E27.SI,E27,THEP.SI,The_Place_Hldg,Balance_Sheet,Cyclical Consumer Services
1074,0,311000.0,1305000.0,3447000.0,5256000.0,intangibleAssets,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1075,1,25067000.0,32538000.0,32037000.0,33144000.0,totalLiab,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1076,2,10117000.0,73661000.0,83586000.0,87893000.0,totalStockholderEquity,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1077,3,2449000.0,7902000.0,7910000.0,7522000.0,otherCurrentLiab,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1078,4,43388000.0,106199000.0,115623000.0,121037000.0,totalAssets,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1079,5,122478000.0,287141000.0,287141000.0,287141000.0,commonStock,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1080,6,7762000.0,19673000.0,30441000.0,36205000.0,retainedEarnings,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1081,7,1205000.0,1461000.0,1676000.0,1444000.0,otherLiab,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1082,8,,,705000.0,705000.0,goodWill,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1083,9,-120123000.0,-233153000.0,-233996000.0,-235453000.0,treasuryStock,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1084,10,4062000.0,4896000.0,8402000.0,6426000.0,otherAssets,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1085,11,29446000.0,85079000.0,71669000.0,87189000.0,cash,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1086,12,23862000.0,31077000.0,30315000.0,31680000.0,totalCurrentLiabilities,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1087,13,,333000.0,292000.0,354000.0,deferredLongTermAssetCharges,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1088,14,-120123000.0,-233153000.0,-233153000.0,-233119000.0,otherStockholderEquity,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1089,15,4087000.0,8541000.0,10326000.0,9724000.0,propertyPlantEquipment,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1090,16,34928000.0,91457000.0,92743000.0,98926000.0,totalCurrentAssets,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1091,17,9806000.0,72356000.0,79434000.0,81932000.0,netTangibleAssets,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1092,18,1083000.0,2642000.0,2623000.0,5331000.0,shortTermInvestments,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1093,19,1843000.0,2332000.0,16658000.0,3078000.0,netReceivables,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1094,20,1239000.0,1113000.0,1015000.0,1129000.0,inventory,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1095,21,6620000.0,6753000.0,5961000.0,7259000.0,accountsPayable,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
1096,22,8204000.0,,,,minorityInterest,1D0.SI,1D0,KIML.SI,Kimly,Balance_Sheet,Cyclical Consumer Services
